Walk Score (out of 100),Transit Score (out of 100),Bike Score (out of 100),Elementary School Score (out of 10),Middle School Score (out of 10),High School Score (out of 10),Price,Beds,Baths,Sq Ft, Monthly Payment,Year Built,HOA Dues,Lot Size,Garage Spaces,Tax Amount,Zip Code
11,0,36,6,6,5,335000 ,3,2.5,1332,2261,2005,157,871,2,1179,89178
50,0,43,8,7,2,670000 ,3,2.5,2764,4475,2004,51,"8,712",3,4944,89113
47,34,41,5,6,2,369900 ,3,2.5,1270,2393,2003,38,"2,614",1,1683,89148
10,0,36,6,6,2,519900 ,5,3,2552,3353,2005,20,"4,356",3,2637,89178
36,39,49,7,5,5,479000 ,4,2.5,1895,3078,1986,36,"3,920",2,2091,89117
27,0,36,6,6,5,315000 ,2,2,1118,2119,2005,157,"1,307",1,906,89178
12,31,32,6,6,2,799999 ,5,3.5,3402,5324,1998,180,"6,098",3,4247,89148
57,44,43,,8,2,399950 ,2,2,1612,2749,1999,215,"3,920",2,1669,89147
15,33,36,5,5,5,698888 ,4,3,2688,4494,2001,28,"10,019",3,3371,89117
50,33,33,7,8,6,475000 ,3,2,1676,3063,1998,55,"5,227",2,1970,89135
53,36,43,6,5,5,330000 ,2,2.5,1287,2171,1995,92,"2,178",1,1233,89147
10,0,30,6,6,2,560000 ,3,2.5,2572,3755,2017,75,"5,663",2,3920,89148
27,31,28,,8,2,795000 ,2,2.5,1935,5396,2003,275,"6,970",2,4329,89135
31,24,45,6,5,5,539900 ,3,2.5,2161,3390,1990,0,"6,534",3,1882,89123
8,17,31,,8,2,589000 ,2,1.5,1589,4043,2004,275,"8,712",2,2890,89135
37,39,31,5,6,2,599900 ,5,3,2671,4012,2017,60,"3,920",2,4324,89148
28,0,31,8,7,2,685000 ,4,3,2586,4529,2017,98,"6,098",2,3948,89113
52,38,43,7,4,2,335000 ,2,2,1267,2232,1997,125,"2,178",1,1217,89118
40,38,42,4,5,3,728888 ,3,2.5,2815,4643,1996,0,"9,148",3,3348,89146
62,33,49,6,5,5,544900 ,3,2.5,2329,3477,1990,0,"8,276",3,2565,89123
29,31,33,,8,2,595000 ,2,2,1603,4077,2002,275,"5,663",2,2877,89135
52,0,48,8,7,2,339500 ,3,3,1502,2252,2006,60,"1,742",2,1904,89113
21,0,36,5,8,5,879900 ,4,4.5,3722,5650,2006,80,"6,534",3,3617,89178
54,39,47,5,5,2,275000 ,3,2,1024,1725,1978,0,"3,920",1,945,89147
34,0,33,7,7,2,520000 ,4,3.5,2627,3398,2012,24,"3,049",2,3123,89139
62,36,43,6,5,5,395000 ,3,2.5,1710,2626,2001,135,"2,178",2,1514,89123
45,34,41,5,5,5,449900 ,3,2.5,1598,2909,1993,14,"5,227",2,2417,89147
9,0,36,6,7,2,435000 ,3,2.5,2190,2922,2008,138,"3,920",2,2153,89148
41,43,44,6,5,2,375000 ,2,2.5,1531,2707,2007,315,"6,363",2,1760,89147
43,38,37,5,7,3,370000 ,3,2,1182,2303,1985,0,"4,356",2,1056,89145
61,36,42,7,7,3,380000 ,3,2,1514,2377,1987,0,"4,356",2,1218,89145
60,40,50,5,3,3,335000 ,3,2,1663,2093,1962,0,"6,098",0,1042,89107
73,38,68,4,7,3,350000 ,2,2.5,1114,2266,1998,80,"1,742",2,1084,89128
70,47,62,4,5,1,294900 ,2,1,945,1817,1953,0,"6,098",0,613,89104
44,43,47,4,4,1,310000 ,3,1,1336,1910,1955,0,"6,534",0,648,89108
15,30,38,6,4,3,945000 ,5,4,3457,6009,2000,65,20473,3,3427,89142
51,44,51,3,2,3,269999 ,2,1,872,1661,1978,0,"4,356",1,535,89110
28,37,40,2,3,1,379999 ,4,3,1786,2561,2019,71,"2,178",2,2581,89115
50,38,53,4,7,3,429000 ,4,2.5,2178,2715,1980,0,"6,534",2,1753,89128
68,39,48,5,,2,275000 ,2,2,2100,1712,1943,0,16117,0,779,89106
40,41,54,2,2,4,319900 ,3,2,1250,1987,1970,0,"6,098",0,856,89101
63,44,61,4,2,4,304900 ,3,1.5,1800,1886,1956,0,"6,970",0,725,89101
29,38,44,6,2,3,379900 ,4,2.5,1726,2399,1984,23,"3,485",2,1214,89108
69,39,51,6,7,3,324900 ,2,2.5,1247,2202,1995,157,"2,178",1,1196,89128
61,42,47,6,2,1,370000 ,3,2,1160,2294,1983,0,"6,098",2,948,89108
53,40,38,2,4,1,315000 ,3,2,1456,2181,1984,220,"3,485",2,895,89107
37,37,43,6,7,3,549000 ,4,3,2420,3738,1997,200,"6,098",3,3011,89128
43,45,46,3,4,1,258000 ,2,2,1007,1903,2019,245,"1,307",2,1358,89115
72,47,69,4,5,1,429992 ,5,2,1745,2660,1960,0,"6,098",0,1022,89104
55,42,50,4,5,1,429992 ,4,3,1764,2651,1954,0,"6,534",0,911,89104
13,35,33,3,2,1,354000 ,3,2,1499,2194,1990,0,"4,792",2,887,89110
49,46,49,3,4,1,338099 ,3,2.5,1480,2498,2023,199,"1,307",2,3300,89115
49,46,49,3,4,1,311918 ,2,2.5,1180,2318,2023,199,"1,307",1,3017,89115
68,41,63,3,4,1,369900 ,3,2.5,1655,2313,1993,0,"5,227",2,1182,89110
44,0,37,5,5,5,675000 ,3,3.5,2679,4300,2022,140,"6,970",2,1414,89129
34,33,34,7,3,5,399900 ,3,2,1592,2748,1998,202,"4,792",2,1820,89130
42,40,48,3,2,1,364900 ,3,2,1180,2291,1982,0,"9,148",2,1268,89110
57,43,49,4,5,1,625000 ,6,3,2878,3884,1962,0,"8,276",0,1694,89104
12,40,30,,4,3,459999 ,3,2.5,2159,3004,2012,45,"5,663",2,2450,89142
2,14,29,4,3,1,425000 ,3,2,1975,2751,2002,46,"8,276",2,1923,89110
55,42,45,4,5,1,430000 ,4,2,1364,2653,1962,0,"6,534",0,942,89104
33,43,36,4,,1,260000 ,3,2.5,1173,1766,1999,145,"3,844",2,768,89106
56,40,43,4,5,1,440000 ,3,2,1628,2702,1961,0,"6,534",0,812,89104
70,50,58,5,5,1,689000 ,4,3,2259,4255,1973,0,"8,712",2,1547,89104
14,0,28,5,5,5,800000 ,4,3,2378,5079,1999,0,23522,3,3460,89149
56,39,46,5,,2,200000 ,2,1,1030,1355,1935,0,"5,663",0,1887,89106
56,39,46,5,,2,200000 ,1,1,403,1215,1953,0,"5,663",0,209,89106
75,51,67,3,5,1,170000 ,2,2,930,1244,1984,199,"1,104",0,323,89101
46,30,39,6,5,5,565000 ,4,3,2386,3727,1990,194,"7,841",2,1794,89149
39,40,52,4,3,1,375000 ,4,2,1529,2301,1963,0,"6,098",0,662,89101
68,40,64,7,2,3,414900 ,4,2,1574,2800,1976,166,"6,098",2,1799,89121
46,38,35,4,4,3,449900 ,4,2,1902,2865,1977,0,"7,841",2,2057,89120
31,29,37,6,5,5,549900 ,3,2,2352,3487,1991,0,"7,405",3,2328,89123
35,39,34,5,4,2,380530 ,3,2,1253,2674,2023,145,"1,307",2,3000,89118
35,39,34,5,4,2,482850 ,4,3.5,2041,3286,2023,145,"1,307",2,3000,89118
40,0,39,7,7,5,379900 ,3,2.5,1406,2519,2006,120,"2,614",1,1494,89139
29,0,41,9,7,5,407900 ,3,2.5,1462,2605,2003,13,"3,920",2,1798,89139
38,39,27,8,4,2,482900 ,2,2.5,1752,3722,1987,656,"3,049",2,2091,89113
16,0,36,9,7,5,725000 ,4,3,3584,4600,1978,0,21780,2,3110,89139
48,20,44,8,5,5,348000 ,2,2,1053,2231,1988,43,"4,792",2,1248,89123
53,37,52,3,2,2,415000 ,3,2,1620,2547,1976,0,"7,405",2,747,89121
16,28,32,4,4,3,359000 ,3,2,1059,2232,1993,0,"4,792",2,990,89120
6,0,27,8,7,2,479900 ,3,2.5,2026,3122,2008,37,"3,485",2,2540,89113
38,35,35,7,4,2,425000 ,4,2.5,1824,2699,2001,13,"3,920",2,1689,89118
68,39,51,6,4,3,215000 ,3,1.5,1026,1606,1972,208,871,0,1329,89120
42,38,41,5,5,2,314900 ,3,2,1185,1987,1984,0,"4,356",1,1213,89147
30,30,41,6,4,3,515000 ,4,2.5,2548,3240,1978,0,10890,3,1875,89120
70,38,52,6,4,3,430000 ,4,2,1475,2682,1997,0,"7,405",2,1284,89120
73,39,60,7,2,3,250000 ,2,2,1158,1738,1988,165,"1,307",0,908,89121
25,31,35,7,4,2,399998 ,4,2.5,1699,2830,2019,136,"2,178",1,3590,89118
48,0,42,6,7,2,665000 ,5,3,3314,4267,2001,18,"5,663",3,3205,89139
73,38,58,4,2,2,735000 ,4,2.5,3192,4586,1968,0,13504,2,2216,89121
63,39,43,6,4,3,260000 ,3,2,1530,1705,1976,130,"3,920",0,221,89103
35,45,48,2,4,3,415000 ,3,2,1188,2584,1963,0,"7,405",2,1192,89119
35,37,38,5,4,2,549000 ,5,3,2471,3691,2018,64,"3,920",2,4081,89113
11,0,33,7,7,2,349900 ,3,2.5,1362,2338,2004,121,"1,742",1,1466,89139
37,36,35,4,4,3,415000 ,3,2,1464,2620,1976,0,"7,405",2,1615,89120
41,37,46,4,2,2,550000 ,3,2.5,2516,3469,1995,0,12632,2,2111,89121
33,33,37,5,4,2,849000 ,3,2,3381,5464,2005,85,"6,534",2,3540,89118
43,0,36,7,7,2,558888 ,4,3.5,2627,3706,2014,24,"3,920",2,4025,89139
35,39,37,5,4,2,575000 ,4,4,3490,3772,1997,0,"8,712",3,3949,89118
31,35,32,4,4,3,410000 ,3,2,1464,2565,1975,0,"6,534",2,1317,89120
45,0,44,6,7,2,449998 ,3,2.5,1972,2876,2005,23,"3,920",2,1904,89139
46,36,45,2,4,3,589000 ,5,3,2314,3643,1972,0,"8,712",2,1400,89119
13,0,33,9,7,5,399000 ,4,2.5,1746,2597,2005,58,"2,614",2,1798,89139
24,0,34,9,7,5,455000 ,3,2.5,1855,2920,2005,20,"3,920",2,2110,89139
26,33,32,4,4,3,499000 ,4,2.5,2220,3171,1976,0,"8,276",2,2199,89120
48,38,41,5,4,2,459900 ,4,3,1613,2861,1978,0,"6,970",2,1282,89118
42,39,40,8,4,2,469900 ,3,2.5,1636,3634,1986,656,"3,049",2,1975,89113
46,32,47,6,5,5,689900 ,4,3,2369,4449,1990,0,"9,148",3,3818,89123
32,37,37,6,4,3,329900 ,2,2,1713,2749,1988,649,"5,227",2,1492,89120
66,39,59,4,2,2,330000 ,3,2,2082,2384,1979,337,"4,792",2,851,89121
1,0,47,2,4,2,310000 ,3,2,1160,1983,2005,50,"5,227",1,923,89122
71,42,53,4,2,2,320000 ,2,2,1320,2182,1973,200,"3,485",2,794,89121
49,48,55,2,4,2,245000 ,2,2,1056,1510,1973,0,"7,841",0,510,89121
47,43,67,3,3,2,265000 ,2,2.5,1320,1809,1969,165,"1,742",2,692,89121
49,46,51,2,3,1,499999 ,4,3,2711,3171,1979,0,"7,405",2,2129,89119
20,42,37,,4,2,399999 ,3,2,1434,2535,1987,33,"5,227",2,1288,89142
45,36,59,4,2,3,319900 ,2,2,1398,2013,1987,0,"5,227",2,1176,89142
0,12,34,2,4,2,399900 ,2,2,1570,2649,2007,115,"5,663",2,1673,89122
42,45,59,3,5,1,369000 ,3,2,1506,2289,1963,0,"6,970",0,957,89121
44,42,44,4,5,1,350000 ,4,2,2100,2187,1954,0,"6,534",0,1092,89104
13,42,43,2,4,2,250000 ,2,2,1248,1586,1979,72,"4,792",0,200,89122
45,43,40,4,5,1,350000 ,2,2,1621,2195,1972,0,"7,841",0,1197,89104
8,31,26,2,4,2,449000 ,4,2,1923,2976,2003,100,"5,663",2,2248,89122
44,44,68,3,3,2,439999 ,4,3.5,2084,2735,2023,0,"3,485",2,1200,89104
44,44,68,3,3,2,439999 ,4,3.5,2084,2735,2023,0,"3,485",2,1200,89104
33,45,51,4,3,1,389000 ,2,2,1661,2707,1990,266,"2,614",2,1337,89121
66,39,59,4,2,2,347500 ,2,2,1351,2351,1999,180,"3,049",2,1086,89121
22,41,35,6,4,3,350000 ,3,2.5,1352,2247,2005,55,"2,614",2,1160,89142
1,28,42,,4,2,358000 ,4,2,1442,2275,2006,48,"3,920",2,1006,89122
52,40,42,6,4,3,660000 ,3,2.5,2808,4115,1973,0,22651,2,1958,89120
61,46,56,2,2,2,294000 ,3,2,1959,1815,1965,0,"6,534",1,656,89122
75,47,67,4,5,1,380000 ,3,2,1355,2351,1958,0,"6,098",2,913,89104
50,38,50,3,2,2,430000 ,4,2.5,1519,2632,1974,0,"8,712",2,686,89121
51,48,52,2,4,2,329999 ,4,2,1548,2020,1963,0,"6,534",0,532,89121
23,33,42,5,2,2,499999 ,4,3,1778,3080,1972,0,"7,841",2,1039,89121
66,41,60,7,2,3,399999 ,3,2.5,1965,2649,1974,120,"5,227",2,1605,89121
67,41,48,4,2,2,525000 ,4,2.5,2048,3458,2022,0,"5,227",2,3778,89121
67,41,48,4,2,2,525000 ,4,2.5,2048,3458,2022,0,"6,098",2,3778,89121
67,41,48,4,2,2,525000 ,4,2.5,2048,3458,2022,0,"5,663",2,3778,89121
67,41,48,4,2,2,525000 ,4,2.5,2048,3458,2022,0,"6,970",2,3778,89121
82,49,56,4,5,1,749900 ,3,2,2267,4568,1961,0,"8,712",0,931,89104
64,46,54,2,4,2,289900 ,2,2,1453,1855,1979,85,"4,792",0,409,89122
69,47,57,3,2,2,339500 ,4,2,1303,2079,1962,0,"6,970",0,558,89121
67,39,64,4,2,2,289999 ,3,2,1645,2124,1979,327,"2,614",2,721,89121
50,43,45,6,2,3,448888 ,5,3,2140,2769,1966,0,"8,712",2,978,89142
18,38,39,2,4,2,250000 ,3,2,1344,1601,1988,60,"5,227",0,529,89122
52,46,57,4,3,2,333000 ,4,2,1999,2059,1963,0,"6,098",0,777,89121
67,43,48,5,5,1,415000 ,3,3,1588,2555,1960,0,"7,405",0,836,89169
61,43,54,2,4,3,470000 ,3,2,1536,2938,1979,0,"7,405",2,1486,89119
50,41,63,7,2,3,435000 ,4,2,1574,2828,1974,120,"5,663",2,1241,89121
40,45,58,4,2,2,399900 ,4,2,1793,2469,1969,0,"7,841",0,889,89121
48,43,61,4,2,2,425000 ,3,2.5,1998,2668,1974,0,"8,712",2,1479,89121
50,41,64,3,3,2,239900 ,2,2.5,1320,1634,1971,155,"1,742",2,506,89121
24,33,41,4,4,3,460000 ,3,2.5,1679,2897,1990,0,"7,405",2,1716,89120
18,43,42,2,4,2,247900 ,3,2,1488,1601,1976,72,"5,227",0,534,89122
56,41,54,3,2,2,400000 ,3,2,1620,2468,1976,0,"7,405",2,875,89121
56,48,65,4,5,1,299000 ,3,1.5,1478,1828,1953,0,"6,098",0,452,89104
44,44,46,3,2,3,359999 ,3,2,1472,2248,1979,0,"6,534",2,1110,89122
8,35,31,2,4,2,364900 ,3,2,1591,2492,2001,170,"4,792",2,1647,89122
19,33,41,5,2,2,395000 ,3,2,2110,2478,1972,0,"7,841",0,1357,89121
46,33,45,6,5,5,479444 ,4,2,1913,2996,1989,0,"7,405",3,1508,89119
49,45,43,5,5,1,500000 ,3,2,2227,3163,1965,0,13068,2,2032,89169
1,19,30,2,4,2,417000 ,3,2,1718,2764,2008,115,"5,663",2,1825,89122
53,42,59,4,2,2,395000 ,3,3,2302,2640,1976,195,"4,356",2,959,89121
3,30,29,2,4,2,409000 ,3,2,1904,2684,2007,60,"5,227",2,2104,89122
47,41,50,5,2,2,530000 ,4,3,1905,3369,1973,0,"7,405",0,2349,89121
17,44,42,3,3,2,400000 ,3,2,1914,2470,1970,0,"8,712",0,900,89104
49,40,53,4,2,2,360000 ,3,2,1646,2431,1976,195,"3,049",2,959,89121
0,0,42,2,4,2,430400 ,3,2,1556,2771,2006,79,"3,485",2,1382,89122
0,0,48,2,4,2,459900 ,4,2.5,2069,2924,2004,69,"4,792",1,1217,89122
46,41,41,4,2,2,398929 ,3,2,1742,,1968,0,"6,970",2,888,89121
26,43,71,3,5,1,480000 ,4,2.5,1820,2997,1983,0,"5,227",1,1470,89121
42,42,59,6,2,3,373000 ,3,2.5,1421,2331,1996,0,"3,920",2,1169,89142
31,37,40,3,2,3,399000 ,4,2,1609,2455,1972,0,"6,970",2,786,89120
17,45,60,3,5,1,334990 ,3,2,1788,2306,1970,250,"2,614",1,606,89121
24,44,65,4,3,2,339900 ,3,2,1572,2100,1971,0,"8,276",0,782,89121
24,37,34,6,6,5,975000 ,4,3.5,2963,6470,2018,0,15246,3,7587,89120
57,38,51,6,4,3,549999 ,5,4,1991,3434,1970,0,"7,405",0,1692,89119
57,40,61,7,2,3,635000 ,4,4,2944,3973,1974,0,"7,841",0,2050,89121
72,48,56,4,5,1,580000 ,5,3,2691,3566,1962,0,"8,712",0,1111,89104
0,0,38,2,4,2,379900 ,2,2,1570,2527,2007,115,"5,227",2,1650,89122
28,38,44,5,2,2,519999 ,4,2.5,2788,3250,1976,0,"7,841",2,1639,89121
62,36,43,6,5,5,350000 ,2,2,1176,2324,2002,135,"2,614",2,1119,89123
61,42,50,4,2,2,300000 ,2,2,1320,2070,1971,200,"3,485",2,880,89121
73,41,60,6,4,3,260000 ,1,1.5,1740,1853,1976,230,871,2,795,89120
49,44,51,4,3,1,539000 ,5,3,2674,3539,2000,128,"10,454",3,2197,89121
42,40,48,4,2,2,425000 ,3,3,2538,2829,1974,195,"3,920",2,1075,89121
63,39,57,4,2,2,369900 ,3,3,2302,2492,1978,195,"3,920",2,985,89121
43,44,51,4,3,1,750000 ,2,2,3287,4728,1980,0,15682,2,2843,89121
55,40,50,7,2,3,629900 ,4,3.5,2678,3966,1977,0,"10,019",2,2335,89121
26,33,32,4,4,3,430000 ,3,2,1434,2677,1985,0,"6,970",2,1222,89120
22,41,56,5,2,2,229900 ,1,1.5,1239,1609,1973,175,"1,742",2,691,89121
50,35,41,6,4,3,389000 ,2,2,1839,3088,1988,650,"5,227",2,1305,89120
37,42,60,6,2,3,349000 ,3,2.5,1207,2173,1993,0,"3,920",2,1005,89142
71,42,53,4,2,2,379900 ,4,2,1920,2529,1973,173,"3,049",0,973,89121
34,43,50,4,3,1,375000 ,3,2,1675,2625,1977,307,"2,614",2,873,89121
40,41,50,5,3,2,420000 ,3,2,1518,2602,1981,0,"10,019",3,1041,89104
50,37,38,6,4,3,749000 ,4,3,3227,4700,1979,0,23958,3,2581,89120
28,36,44,5,2,2,369900 ,3,2,1794,2302,1968,0,"9,583",0,1051,89121
63,40,64,7,2,3,349999 ,3,2,1426,2311,1976,120,"6,534",2,1140,89121
59,41,50,4,2,2,280000 ,2,2,1320,1915,1973,172,"3,485",2,794,89121
59,44,46,5,5,1,408000 ,3,2,1904,2520,1964,0,11761,0,927,89169
54,40,59,6,2,3,409990 ,3,2,1774,2533,1969,0,"7,405",0,932,89142
44,44,68,3,3,2,439999 ,4,3.5,2084,2735,2023,0,"3,485",2,1200,89104
29,43,47,4,2,2,349900 ,3,2,1155,2154,1975,0,"7,405",2,709,89121
64,48,70,4,5,1,300000 ,3,2,1026,1834,1953,0,"6,098",0,455,89104
18,41,39,,4,2,182900 ,3,2,1440,1169,1972,60,"5,663",0,169,89142
33,44,68,3,3,2,319000 ,3,2.5,1792,2120,1976,156,"1,742",2,641,89121
44,42,44,4,5,1,348888 ,4,2,1296,2148,1954,0,"6,534",0,705,89104
48,40,46,4,5,1,278888 ,3,1,1075,1725,1954,0,"6,098",1,664,89104
19,41,39,,4,2,189900 ,2,2,1440,1212,1972,60,"6,970",0,177,89142
30,45,57,3,5,1,297900 ,2,2,2040,1985,1971,160,"3,049",0,498,89121
69,41,51,5,5,1,174900 ,2,1.5,1000,1294,1972,225,436,0,262,89169
28,42,50,3,2,3,369900 ,3,2,1441,2275,1979,0,"6,970",1,727,89122
19,41,39,,4,2,193900 ,3,2,1344,1253,1983,60,"6,098",0,388,89142
0,0,22,5,6,4,453242 ,4,2.5,2069,3146,2023,65,"3,485",2,4400,89166
16,14,24,8,3,5,499900 ,4,3.5,2709,3340,2010,108,"3,485",2,2861,89166
11,18,25,7,3,5,419500 ,3,2,1518,2881,2012,154,"3,920",2,2579,89166
7,0,23,6,5,5,525000 ,3,2.5,2232,3576,2019,74,"3,049",2,4306,89129
3,14,25,7,3,5,615000 ,3,3,2795,4082,2009,115,"6,534",2,3418,89166
5,14,24,7,3,5,440000 ,4,3,2027,2905,2009,105,"3,920",2,1982,89166
0,0,25,9,7,5,582998 ,4,3,2357,3797,2008,69,"8,276",3,2848,89131
15,16,25,8,3,5,570900 ,4,2.5,2776,3972,2017,190,"4,356",2,4360,89166
2,0,34,6,5,5,520000 ,3,2.5,2213,3569,2021,74,"3,920",2,4581,89129
18,10,29,8,3,5,599995 ,4,2,1847,3936,2014,105,"6,534",2,2855,89166
6,17,24,7,3,5,470000 ,4,4,2334,3116,2013,102,"3,485",2,2393,89166
12,20,22,8,3,5,659000 ,4,3.5,2625,4529,2022,130,"3,920",2,5433,89166
23,29,26,8,3,5,399000 ,3,2.5,1840,2622,2004,87,"3,920",2,1753,89166
30,34,47,6,3,5,425000 ,3,2.5,1833,2936,2015,114,"3,485",2,3329,89149
25,28,27,7,7,5,897880 ,4,3,4607,6052,2001,220,12197,3,5463,89131
52,34,44,6,3,5,442800 ,3,2.5,2062,2853,2004,44,"3,920",2,1886,89149
11,29,24,8,3,5,510000 ,4,3.5,2471,3534,2017,95,"3,485",2,4625,89166
48,33,41,6,3,5,370500 ,4,2.5,1899,2440,2005,75,"3,049",2,1757,89149
34,26,36,6,3,5,585000 ,4,2,1851,3705,1997,10,"7,841",3,2309,89149
20,19,29,8,7,5,620000 ,3,3.5,3330,4111,2001,95,"7,405",3,3642,89131
13,26,26,7,3,5,674900 ,4,3.5,3807,4602,2014,135,"6,534",3,5105,89166
12,26,27,7,3,5,739000 ,4,3,3231,4965,2014,135,"6,970",3,4857,89166
21,22,31,8,7,5,443000 ,3,2.5,2067,2879,2004,60,"4,792",2,1994,89143
22,16,29,8,7,5,525000 ,4,2,1800,3374,2004,60,"7,841",2,2039,89143
32,32,38,7,3,5,327000 ,3,2.5,1300,2140,2008,80,"1,742",1,1224,89149
0,0,24,6,5,5,595798 ,4,2.5,3066,4105,2023,54,"4,792",2,5800,89166
16,33,32,6,3,5,449900 ,3,2,1613,2858,1998,18,"3,920",2,1752,89129
16,30,30,8,5,5,850000 ,5,3,4071,5600,2005,173,12632,3,4052,89131
39,41,40,7,3,1,375000 ,4,3.5,1686,2416,2006,62,"1,742",2,1306,89130
5,0,27,9,7,5,930000 ,5,3.5,4148,6065,2004,87,13068,2,4909,89131
41,30,35,7,7,5,459500 ,3,2,1583,2936,1996,28,"8,276",2,1885,89131
21,0,34,7,7,5,990000 ,3,3.5,3217,6416,2016,55,18295,3,5198,89131
48,29,41,4,5,5,679990 ,3,3,3027,4413,2003,54,11326,3,3449,89131
66,32,38,8,7,5,415000 ,3,3,1768,2714,2012,45,"2,178",2,2206,89143
48,29,38,6,5,5,559900 ,3,2.5,2164,3852,1989,336,"6,534",3,1964,89149
26,20,30,6,5,5,425000 ,2,2,1609,2859,1988,152,"4,792",2,1944,89149
19,30,31,8,5,5,499900 ,4,2.5,2791,3229,2003,45,"4,792",2,2283,89131
46,30,39,6,5,5,535000 ,3,2,1924,3548,1993,188,"10,019",2,1877,89149
15,31,39,4,5,5,390000 ,3,2.5,1870,2470,2000,0,"4,792",2,1622,89130
11,0,27,8,5,5,554000 ,3,2.5,2494,3707,2017,36,"6,534",2,4247,89131
25,24,34,8,3,5,825000 ,3,3.5,3300,5492,2016,55,"7,405",2,5962,89149
57,32,44,7,3,5,390000 ,3,2.5,1782,2547,2005,65,"2,614",2,1765,89149
53,28,37,8,7,5,499900 ,5,3,2694,3281,2001,65,"5,663",3,2668,89131
43,27,38,8,7,5,450000 ,3,2.5,2156,2931,2002,59,"6,970",2,2131,89143
64,33,46,7,3,5,576900 ,4,3,2494,3633,1995,0,"6,534",3,2148,89130
63,29,45,5,5,5,540000 ,5,3,3723,3516,2004,35,"5,663",3,2975,89129
9,0,26,5,5,5,795000 ,4,3.5,2510,5184,1997,108,17424,3,3783,89149
8,0,27,6,5,5,950000 ,4,3,3475,6237,1998,242,29185,3,3675,89129
5,0,31,6,5,5,625000 ,5,3,3087,4104,2006,140,"7,841",3,2664,89149
22,33,31,5,3,3,430000 ,3,2.5,2264,2734,1994,8,"4,356",2,1817,89129
8,0,25,6,5,5,965000 ,4,3,3123,6196,1997,80,20038,10,4053,89129
27,25,40,8,7,5,449888 ,3,2.5,2156,2936,2000,59,"4,356",2,2192,89143
20,16,35,9,7,5,629999 ,3,2.5,2366,4118,2000,90,12197,3,3065,89143
1,0,26,6,5,5,975000 ,3,2.5,2728,6498,2019,125,21344,11,6422,89129
34,33,34,7,3,5,474050 ,3,2,1722,3207,1996,189,"4,792",2,2149,89130
28,23,33,6,3,5,545000 ,3,2,2105,3481,1996,8,"7,841",3,2510,89149
10,28,24,7,3,5,399000 ,3,3,2005,2597,2007,75,"3,049",2,1589,89149
8,30,28,8,5,5,565000 ,4,3,2743,3777,2003,170,"7,405",3,2687,89131
38,27,37,6,3,5,599900 ,4,3,3039,3842,1995,11,"7,841",3,2863,89149
24,29,33,8,5,5,509000 ,4,2.5,2791,3276,2004,34,"4,792",2,2333,89131
2,0,27,9,7,5,710000 ,5,4.5,3304,4868,2008,249,"9,148",2,4411,89131
14,0,29,8,5,5,544900 ,4,2.5,3754,3578,2004,45,"8,276",2,3246,89131
44,32,33,6,5,5,439900 ,3,2,1350,3055,1988,266,"3,485",2,1862,89149
34,31,41,5,5,5,749900 ,4,3,2678,4860,1994,37,23087,3,3993,89129
18,31,42,7,3,5,379990 ,2,2,1498,2622,1990,202,"4,356",2,1738,89130
5,29,30,4,5,5,659999 ,4,2,2126,4260,2003,65,"7,841",3,2920,89131
4,30,28,4,5,5,843995 ,3,3.5,2981,5822,2024,77,"7,841",2,8300,89131
7,30,28,4,5,5,823995 ,5,4,3556,5694,2024,77,"7,405",3,8200,89131
4,0,26,9,7,5,414000 ,4,3.5,2335,2938,2004,245,"3,485",2,2571,89131
34,24,35,6,3,5,649900 ,4,4,4850,4336,2006,75,"6,098",3,4433,89149
16,21,31,6,5,5,920722 ,4,3,3463,6475,2023,129,20909,4,10000,89130
47,39,41,5,3,1,349900 ,3,2,1214,2206,1983,23,"6,970",2,1052,89108
13,29,30,7,3,5,635000 ,5,3,2902,4134,2004,102,"5,663",3,2753,89149
7,0,27,5,5,5,715000 ,3,3,2960,4722,1996,130,13068,3,3733,89129
9,25,30,7,3,5,684888 ,5,3.5,2954,4365,2004,85,"8,712",2,2154,89149
29,28,32,9,7,5,420000 ,3,2.5,1674,2681,2000,27,"4,356",2,1666,89131
1,24,25,4,4,2,424999 ,4,2.5,2018,2755,2006,62,"4,792",2,1774,89115
26,39,35,5,3,1,599000 ,6,3,2739,3803,1993,0,11326,2,2590,89108
29,40,34,4,2,1,324999 ,3,2.5,1418,2118,2005,110,"2,178",2,746,89115
36,40,36,4,2,1,364900 ,3,2,1708,2266,1988,0,12632,2,971,89115
60,42,43,5,5,5,365000 ,3,2.5,1536,2211,1973,0,"6,970",0,302,89108
41,44,41,4,3,2,237900 ,2,1.5,852,1472,1985,0,"3,920",1,573,89115
5,0,26,8,5,5,675000 ,3,2.5,2494,4417,2018,35,"6,534",3,4078,89131
8,30,30,4,5,5,950000 ,4,3,2473,5947,1997,0,50530,2,3103,89131
24,28,41,4,5,5,434900 ,4,2.5,1891,2805,1999,52,"4,792",2,1783,89130
19,35,38,7,3,5,650000 ,3,2,1946,4059,1996,0,"8,712",3,2001,89130
1,24,25,4,4,2,450000 ,5,3,2543,2928,2006,57,"6,098",3,2117,89115
5,0,26,8,5,5,795000 ,5,3,4064,5201,2002,85,23522,3,4263,89131
1,24,25,4,4,2,384900 ,3,3,1995,2516,2005,62,"4,356",2,1792,89115
